timestamp,machine_id,temperature_c,vibration_rms_g,rotational_speed_rpm,motor_current_a,hydraulic_pressure_bar,load_percentage,fault_label
2026-09-01 22:00:00,pump_unit_03,52.5,2.032,1490.8,9.79,147.0,61.7,normal
2026-09-01 22:15:00,pump_unit_03,55.74,1.917,1502.4,10.93,140.99,70.9,normal
2026-09-01 22:30:00,pump_unit_03,93.57,4.976,1498.2,10.82,142.78,68.3,bearing_overheat_wear
2026-09-01 22:45:00,pump_unit_03,105.07,6.924,1487.1,10.54,145.34,68.6,bearing_overheat_wear
2026-09-01 23:00:00,pump_unit_03,76.5,1.695,1498.7,22.98,141.6,75.6,electrical_overcurrent
2026-09-01 23:15:00,pump_unit_03,56.38,1.584,1484.6,9.45,144.68,65.8,normal
2026-09-01 23:30:00,pump_unit_03,91.24,5.989,1482.3,9.34,141.12,71.6,bearing_overheat_wear
2026-09-01 23:45:00,pump_unit_03,52.4,1.644,1480.8,11.24,28.51,49.9,hydraulic_pressure_loss
2026-09-02 00:00:00,pump_unit_03,69.95,1.615,1482.2,26.52,138.5,60.7,electrical_overcurrent
2026-09-02 00:15:00,pump_unit_03,56.78,1.981,1489.4,11.9,62.99,25.6,hydraulic_pressure_loss
2026-09-02 00:30:00,pump_unit_03,72.12,1.659,1525.2,23.59,143.63,62.4,electrical_overcurrent
2026-09-02 00:45:00,pump_unit_03,48.5,1.746,1495.2,10.03,135.93,64.8,normal
2026-09-02 01:00:00,pump_unit_03,55.32,1.981,1511.2,9.96,27.35,44.2,hydraulic_pressure_loss
2026-09-02 01:15:00,pump_unit_03,58.43,9.464,1421.0,9.51,140.07,68.1,rotor_unbalance
2026-09-02 01:30:00,pump_unit_03,72.49,1.569,1496.3,24.01,134.5,69.4,electrical_overcurrent
2026-09-02 01:45:00,pump_unit_03,79.85,1.946,1478.8,19.92,147.91,62.5,electrical_overcurrent
2026-09-02 02:00:00,pump_unit_03,51.84,1.709,1513.4,9.56,36.97,53.1,hydraulic_pressure_loss
2026-09-02 02:15:00,pump_unit_03,52.39,1.784,1512.5,9.37,44.44,45.5,hydraulic_pressure_loss
2026-09-02 02:30:00,pump_unit_03,56.16,1.874,1511.3,10.64,128.11,63.3,normal
2026-09-02 02:45:00,pump_unit_03,54.32,1.943,1506.8,10.69,138.93,56.9,normal
2026-09-02 03:00:00,pump_unit_03,73.44,1.473,1504.5,22.6,140.63,49.6,electrical_overcurrent
2026-09-02 03:15:00,pump_unit_03,48.06,10.085,1384.4,11.08,141.38,70.8,rotor_unbalance
2026-09-02 03:30:00,pump_unit_03,58.4,1.326,1501.7,11.11,146.01,65.4,normal
2026-09-02 03:45:00,pump_unit_03,58.25,2.572,1483.7,9.79,59.15,41.5,hydraulic_pressure_loss
2026-09-02 04:00:00,pump_unit_03,102.91,4.281,1524.0,10.21,146.46,69.6,bearing_overheat_wear
2026-09-02 04:15:00,pump_unit_03,95.62,5.604,1500.5,9.97,142.02,81.4,bearing_overheat_wear
2026-09-02 04:30:00,pump_unit_03,58.99,1.804,1459.2,10.61,128.9,76.8,normal
2026-09-02 04:45:00,pump_unit_03,58.5,1.529,1471.7,10.41,139.83,65.1,normal
2026-09-02 05:00:00,pump_unit_03,64.69,2.05,1510.7,10.88,39.37,46.7,hydraulic_pressure_loss
2026-09-02 05:15:00,pump_unit_03,51.61,10.02,1381.9,11.4,143.75,71.9,rotor_unbalance
2026-09-02 05:30:00,pump_unit_03,75.6,1.144,1497.3,25.91,146.05,77.4,electrical_overcurrent
2026-09-02 05:45:00,pump_unit_03,105.31,5.369,1517.2,11.1,138.06,62.7,bearing_overheat_wear
2026-09-02 06:00:00,pump_unit_03,54.6,2.278,1489.7,8.25,142.52,63.8,normal
2026-09-02 06:15:00,pump_unit_03,54.7,10.567,1415.7,8.97,137.41,72.1,rotor_unbalance
2026-09-02 06:30:00,pump_unit_03,58.93,8.971,1375.6,10.76,131.7,69.9,rotor_unbalance
2026-09-02 06:45:00,pump_unit_03,54.36,1.607,1503.8,9.84,144.9,69.7,normal
2026-09-02 07:00:00,pump_unit_03,51.97,1.306,1499.4,9.92,28.62,35.9,hydraulic_pressure_loss
2026-09-02 07:15:00,pump_unit_03,49.96,2.133,1515.4,9.6,136.84,71.7,normal
2026-09-02 07:30:00,pump_unit_03,72.93,1.716,1518.2,22.84,140.5,74.8,electrical_overcurrent
2026-09-02 07:45:00,pump_unit_03,107.43,4.12,1510.4,9.39,140.51,66.5,bearing_overheat_wear
2026-09-02 08:00:00,pump_unit_03,51.56,9.316,1445.1,10.1,140.35,71.4,rotor_unbalance
2026-09-02 08:15:00,pump_unit_03,64.11,1.687,1488.1,10.82,27.13,30.7,hydraulic_pressure_loss
2026-09-02 08:30:00,pump_unit_03,76.93,1.827,1509.9,21.58,130.79,56.5,electrical_overcurrent
2026-09-02 08:45:00,pump_unit_03,50.84,1.589,1483.4,9.85,146.61,72.0,normal
2026-09-01 08:00:00,pump_unit_04,53.39,9.341,1405.2,10.67,135.46,68.2,rotor_unbalance
2026-09-01 08:15:00,pump_unit_04,54.02,9.629,1396.3,10.37,139.82,67.4,rotor_unbalance
2026-09-01 08:30:00,pump_unit_04,100.69,5.548,1507.2,9.64,143.83,63.4,bearing_overheat_wear
2026-09-01 08:45:00,pump_unit_04,47.33,7.244,1420.2,10.64,141.24,74.1,rotor_unbalance
2026-09-01 09:00:00,pump_unit_04,60.33,9.7,1388.9,9.95,136.99,78.2,rotor_unbalance
2026-09-01 09:15:00,pump_unit_04,52.95,1.803,1516.5,10.64,131.44,66.7,normal
2026-09-01 09:30:00,pump_unit_04,70.91,1.26,1523.4,23.42,139.65,65.8,electrical_overcurrent
2026-09-01 09:45:00,pump_unit_04,88.67,5.391,1497.2,10.06,145.23,62.8,bearing_overheat_wear
2026-09-01 10:00:00,pump_unit_04,77.82,1.922,1490.2,21.98,139.77,65.1,electrical_overcurrent
2026-09-01 10:15:00,pump_unit_04,56.75,1.296,1493.4,9.85,129.57,70.3,normal
2026-09-01 10:30:00,pump_unit_04,47.65,2.052,1516.5,11.39,141.79,68.3,normal
2026-09-01 10:45:00,pump_unit_04,78.3,2.14,1480.9,22.67,142.2,57.1,electrical_overcurrent
2026-09-01 11:00:00,pump_unit_04,60.16,1.855,1493.9,10.51,135.92,62.2,normal
2026-09-01 11:15:00,pump_unit_04,59.8,1.503,1509.5,10.13,141.7,70.8,normal
2026-09-01 11:30:00,pump_unit_04,55.29,2.223,1499.6,10.7,135.83,81.0,normal
2026-09-01 11:45:00,pump_unit_04,89.61,4.382,1482.7,11.19,141.43,56.5,bearing_overheat_wear
2026-09-01 12:00:00,pump_unit_04,54.69,1.861,1512.7,9.48,27.8,38.2,hydraulic_pressure_loss
2026-09-01 12:15:00,pump_unit_04,97.33,6.164,1489.1,8.71,136.61,68.0,bearing_overheat_wear
2026-09-01 12:30:00,pump_unit_04,52.6,1.595,1518.1,10.37,54.57,43.5,hydraulic_pressure_loss
2026-09-01 12:45:00,pump_unit_04,54.85,10.389,1418.6,10.16,140.03,74.8,rotor_unbalance
2026-09-01 13:00:00,pump_unit_04,53.85,1.736,1505.0,9.73,57.49,36.8,hydraulic_pressure_loss
2026-09-01 13:15:00,pump_unit_04,89.45,5.141,1487.3,10.43,151.96,61.7,bearing_overheat_wear
2026-09-01 13:30:00,pump_unit_04,70.66,1.794,1486.2,26.87,135.25,66.9,electrical_overcurrent
2026-09-01 13:45:00,pump_unit_04,83.84,4.618,1488.7,10.3,138.0,66.4,bearing_overheat_wear
2026-09-01 14:00:00,pump_unit_04,60.03,9.174,1445.8,10.01,141.83,77.4,rotor_unbalance
2026-09-01 14:15:00,pump_unit_04,59.32,1.734,1509.9,9.65,44.88,48.4,hydraulic_pressure_loss
2026-09-01 14:30:00,pump_unit_04,48.32,1.416,1479.5,10.15,138.17,76.4,normal
2026-09-01 14:45:00,pump_unit_04,56.73,7.597,1384.8,9.51,144.29,61.3,rotor_unbalance
2026-09-01 15:00:00,pump_unit_04,85.36,6.305,1452.1,10.44,139.43,67.7,bearing_overheat_wear
2026-09-01 15:15:00,pump_unit_04,54.51,1.82,1496.7,10.33,145.2,61.5,normal
2026-09-01 15:30:00,pump_unit_04,59.51,8.129,1389.2,9.73,138.15,62.6,rotor_unbalance
2026-09-01 15:45:00,pump_unit_04,50.91,1.409,1520.9,9.83,139.87,65.6,normal
2026-09-01 16:00:00,pump_unit_04,54.18,8.894,1442.9,9.52,143.24,63.0,rotor_unbalance
2026-09-01 16:15:00,pump_unit_04,58.66,1.659,1492.5,10.8,47.35,41.4,hydraulic_pressure_loss
2026-09-01 16:30:00,pump_unit_04,50.81,10.924,1398.2,10.8,144.36,63.8,rotor_unbalance
2026-09-01 16:45:00,pump_unit_04,99.63,5.801,1467.7,11.6,144.13,72.6,bearing_overheat_wear
2026-09-01 17:00:00,pump_unit_04,54.43,8.706,1467.3,10.64,137.68,70.8,rotor_unbalance
2026-09-01 17:15:00,pump_unit_04,56.75,2.12,1500.8,10.28,140.05,67.7,normal
2026-09-01 17:30:00,pump_unit_04,98.38,5.889,1493.4,9.57,137.42,74.6,bearing_overheat_wear
2026-09-01 17:45:00,pump_unit_04,95.24,6.799,1485.3,9.99,144.85,73.2,bearing_overheat_wear
2026-09-01 18:00:00,pump_unit_04,61.04,1.225,1499.2,9.1,136.83,65.8,normal
2026-09-01 18:15:00,pump_unit_04,94.1,4.857,1487.0,9.03,143.9,72.5,bearing_overheat_wear
2026-09-01 18:30:00,pump_unit_04,57.37,1.491,1495.1,10.11,149.21,79.5,normal
2026-09-01 18:45:00,pump_unit_04,63.73,8.369,1394.5,10.98,135.02,71.0,rotor_unbalance
2026-09-01 19:00:00,pump_unit_04,59.19,1.823,1492.5,11.08,142.9,72.4,normal
2026-09-01 19:15:00,pump_unit_04,51.34,7.984,1375.9,10.83,144.88,67.1,rotor_unbalance
2026-09-01 19:30:00,pump_unit_04,52.12,2.273,1494.1,10.3,138.3,62.7,normal
2026-09-01 19:45:00,pump_unit_04,57.22,9.036,1429.2,9.33,133.71,71.1,rotor_unbalance
2026-09-01 20:00:00,pump_unit_04,48.55,7.875,1371.9,8.68,140.58,54.5,rotor_unbalance
2026-09-01 20:15:00,pump_unit_04,56.39,1.892,1508.4,10.8,145.7,68.0,normal
2026-09-01 20:30:00,pump_unit_04,56.79,1.842,1489.0,9.93,135.91,70.5,normal
2026-09-01 20:45:00,pump_unit_04,52.68,1.601,1476.8,10.98,140.39,62.8,normal
2026-09-01 21:00:00,pump_unit_04,53.04,1.378,1510.3,9.77,137.96,68.2,normal
2026-09-01 21:15:00,pump_unit_04,72.85,1.44,1503.2,24.72,149.44,68.0,electrical_overcurrent
2026-09-01 21:30:00,pump_unit_04,60.52,2.349,1479.7,10.93,136.39,69.3,normal
2026-09-01 21:45:00,pump_unit_04,52.74,9.39,1443.8,10.84,141.38,59.9,rotor_unbalance
2026-09-01 22:00:00,pump_unit_04,80.02,2.117,1483.7,24.2,131.17,76.5,electrical_overcurrent
2026-09-01 22:15:00,pump_unit_04,59.43,1.807,1490.6,10.09,141.14,77.6,normal
2026-09-01 22:30:00,pump_unit_04,57.54,2.151,1477.5,10.8,138.53,52.9,normal
2026-09-01 22:45:00,pump_unit_04,89.0,6.434,1496.7,10.35,149.75,60.4,bearing_overheat_wear
2026-09-01 23:00:00,pump_unit_04,55.1,1.32,1516.1,9.65,150.16,67.8,normal
2026-09-01 23:15:00,pump_unit_04,54.81,1.791,1486.2,10.3,141.59,63.3,normal
2026-09-01 23:30:00,pump_unit_04,52.86,10.141,1409.0,11.44,139.02,69.6,rotor_unbalance
2026-09-01 23:45:00,pump_unit_04,55.74,10.866,1422.2,11.31,143.2,77.8,rotor_unbalance
2026-09-02 00:00:00,pump_unit_04,98.63,5.746,1530.0,10.86,138.33,75.5,bearing_overheat_wear
2026-09-02 00:15:00,pump_unit_04,75.66,1.661,1465.4,21.96,138.65,72.4,electrical_overcurrent
2026-09-02 00:30:00,pump_unit_04,55.42,2.096,1486.5,9.7,59.99,36.5,hydraulic_pressure_loss
2026-09-02 00:45:00,pump_unit_04,67.67,2.25,1501.0,27.22,139.15,68.1,electrical_overcurrent
2026-09-02 01:00:00,pump_unit_04,73.97,1.77,1503.6,26.72,141.79,74.5,electrical_overcurrent
2026-09-02 01:15:00,pump_unit_04,52.08,1.778,1513.9,10.1,135.55,65.0,normal
2026-09-02 01:30:00,pump_unit_04,53.69,1.946,1502.8,10.91,147.12,74.0,normal
2026-09-02 01:45:00,pump_unit_04,51.84,1.777,1488.2,9.29,137.79,65.2,normal
2026-09-02 02:00:00,pump_unit_04,53.89,2.154,1498.0,12.18,140.85,66.3,normal
2026-09-02 02:15:00,pump_unit_04,55.9,1.931,1526.2,9.52,144.3,69.2,normal
2026-09-02 02:30:00,pump_unit_04,57.7,2.18,1482.1,10.19,29.95,37.7,hydraulic_pressure_loss
2026-09-02 02:45:00,pump_unit_04,55.8,1.643,1487.9,10.79,134.19,62.6,normal
2026-09-02 03:00:00,pump_unit_04,58.39,2.171,1485.0,10.95,136.08,79.0,normal
2026-09-02 03:15:00,pump_unit_04,59.65,10.138,1449.7,10.67,134.92,64.9,rotor_unbalance
2026-09-02 03:30:00,pump_unit_04,55.16,2.028,1497.0,9.17,135.94,69.4,normal
2026-09-02 03:45:00,pump_unit_04,60.66,2.034,1499.3,10.8,136.67,67.1,normal
2026-09-02 04:00:00,pump_unit_04,50.63,10.661,1394.5,10.75,142.73,69.5,rotor_unbalance
2026-09-02 04:15:00,pump_unit_04,68.41,1.911,1505.0,20.54,140.26,64.3,electrical_overcurrent
2026-09-02 04:30:00,pump_unit_04,58.73,1.961,1524.6,10.05,155.16,66.6,normal
2026-09-02 04:45:00,pump_unit_04,53.61,1.912,1507.5,10.11,148.88,69.4,normal
2026-09-02 05:00:00,pump_unit_04,51.82,1.926,1493.0,9.71,45.73,62.5,hydraulic_pressure_loss
2026-09-02 05:15:00,pump_unit_04,54.82,1.964,1503.3,10.74,136.78,70.0,normal
2026-09-02 05:30:00,pump_unit_04,52.83,10.103,1394.1,11.05,143.44,73.9,rotor_unbalance
2026-09-02 05:45:00,pump_unit_04,78.67,1.853,1504.4,22.97,135.06,59.0,electrical_overcurrent
2026-09-02 06:00:00,pump_unit_04,50.21,1.506,1484.2,9.91,133.19,59.5,normal
2026-09-02 06:15:00,pump_unit_04,55.3,1.446,1493.3,11.05,133.49,66.8,normal
2026-09-02 06:30:00,pump_unit_04,53.54,1.628,1512.5,9.96,51.59,50.1,hydraulic_pressure_loss
2026-09-02 06:45:00,pump_unit_04,58.57,1.635,1495.6,10.15,143.52,61.8,normal
2026-09-02 07:00:00,pump_unit_04,101.76,5.147,1513.1,11.99,145.01,76.6,bearing_overheat_wear
2026-09-02 07:15:00,pump_unit_04,86.4,5.621,1481.3,10.15,143.08,59.3,bearing_overheat_wear
2026-09-02 07:30:00,pump_unit_04,58.04,1.655,1503.2,11.08,143.71,73.5,normal
2026-09-02 07:45:00,pump_unit_04,58.9,1.544,1498.9,10.41,57.05,41.0,hydraulic_pressure_loss
2026-09-02 08:00:00,pump_unit_04,55.65,2.145,1494.3,9.08,26.05,42.1,hydraulic_pressure_loss
2026-09-02 08:15:00,pump_unit_04,51.93,1.699,1496.6,9.33,141.65,77.7,normal
2026-09-02 08:30:00,pump_unit_04,56.38,0.975,1494.4,9.95,55.95,48.6,hydraulic_pressure_loss
2026-09-02 08:45:00,pump_unit_04,48.29,1.46,1509.4,8.51,136.17,65.6,normal
2026-09-01 08:00:00,pump_unit_05,93.98,4.959,1514.6,9.61,145.05,59.8,bearing_overheat_wear
2026-09-01 08:15:00,pump_unit_05,54.24,7.954,1402.1,10.64,137.09,71.7,rotor_unbalance
2026-09-01 08:30:00,pump_unit_05,103.98,5.857,1525.9,10.95,144.88,86.5,bearing_overheat_wear
2026-09-01 08:45:00,pump_unit_05,51.47,1.667,1487.4,10.72,139.13,68.8,normal
2026-09-01 09:00:00,pump_unit_05,58.02,9.673,1389.6,11.11,143.87,58.4,rotor_unbalance
2026-09-01 09:15:00,pump_unit_05,58.19,1.885,1503.8,10.25,136.63,66.4,normal
2026-09-01 09:30:00,pump_unit_05,54.88,1.234,1489.0,10.24,138.59,66.5,normal
2026-09-01 09:45:00,pump_unit_05,51.22,1.312,1489.8,10.81,148.44,72.7,normal
2026-09-01 10:00:00,pump_unit_05,54.19,1.877,1497.7,10.63,135.41,68.4,normal
2026-09-01 10:15:00,pump_unit_05,76.11,1.558,1489.8,20.67,136.89,64.9,electrical_overcurrent
2026-09-01 10:30:00,pump_unit_05,47.09,1.865,1481.1,10.59,133.59,68.2,normal
2026-09-01 10:45:00,pump_unit_05,56.06,1.837,1491.2,8.97,132.61,64.5,normal
2026-09-01 11:00:00,pump_unit_05,52.87,1.988,1490.8,9.43,138.61,69.4,normal
2026-09-01 11:15:00,pump_unit_05,61.57,1.599,1493.9,10.54,49.79,40.5,hydraulic_pressure_loss
2026-09-01 11:30:00,pump_unit_05,48.96,1.561,1479.3,10.67,143.01,62.6,normal
2026-09-01 11:45:00,pump_unit_05,95.26,5.559,1501.0,10.86,136.43,74.3,bearing_overheat_wear
2026-09-01 12:00:00,pump_unit_05,60.85,10.305,1394.2,8.44,129.89,68.8,rotor_unbalance
2026-09-01 12:15:00,pump_unit_05,55.4,2.083,1497.0,11.18,53.73,38.8,hydraulic_pressure_loss
2026-09-01 12:30:00,pump_unit_05,105.74,6.712,1502.9,11.7,143.96,58.4,bearing_overheat_wear
2026-09-01 12:45:00,pump_unit_05,50.52,1.958,1485.2,10.28,29.39,53.8,hydraulic_pressure_loss
2026-09-01 13:00:00,pump_unit_05,84.02,5.815,1490.1,9.86,144.89,64.8,bearing_overheat_wear
2026-09-01 13:15:00,pump_unit_05,61.79,2.016,1516.9,9.52,141.18,62.3,normal
2026-09-01 13:30:00,pump_unit_05,73.85,1.831,1473.8,27.13,133.09,70.9,electrical_overcurrent
2026-09-01 13:45:00,pump_unit_05,84.23,2.081,1471.8,23.94,145.48,71.3,electrical_overcurrent
2026-09-01 14:00:00,pump_unit_05,54.22,10.484,1385.0,9.8,144.45,73.8,rotor_unbalance
2026-09-01 14:15:00,pump_unit_05,94.01,5.347,1496.3,10.01,133.94,62.3,bearing_overheat_wear
2026-09-01 14:30:00,pump_unit_05,54.85,2.101,1511.2,10.01,53.9,32.8,hydraulic_pressure_loss
2026-09-01 14:45:00,pump_unit_05,55.57,2.294,1492.3,10.56,57.24,40.5,hydraulic_pressure_loss
2026-09-01 15:00:00,pump_unit_05,58.77,1.907,1490.4,10.56,139.7,68.1,normal
2026-09-01 15:15:00,pump_unit_05,52.45,1.812,1490.3,8.93,135.4,77.4,normal
2026-09-01 15:30:00,pump_unit_05,50.37,7.397,1420.9,11.45,139.07,75.8,rotor_unbalance
2026-09-01 15:45:00,pump_unit_05,80.01,1.7,1507.9,26.63,140.89,70.1,electrical_overcurrent
2026-09-01 16:00:00,pump_unit_05,52.73,7.998,1403.2,9.59,142.84,63.5,rotor_unbalance
2026-09-01 16:15:00,pump_unit_05,58.24,1.724,1491.8,10.53,142.91,63.0,normal
2026-09-01 16:30:00,pump_unit_05,55.4,1.423,1492.5,11.31,148.38,72.3,normal
2026-09-01 16:45:00,pump_unit_05,56.72,2.055,1505.9,10.83,141.82,67.6,normal
2026-09-01 17:00:00,pump_unit_05,48.36,1.902,1497.8,10.65,133.31,71.9,normal
2026-09-01 17:15:00,pump_unit_05,55.27,1.782,1499.6,11.83,134.88,69.2,normal
2026-09-01 17:30:00,pump_unit_05,53.09,1.785,1515.2,11.64,142.24,65.7,normal
2026-09-01 17:45:00,pump_unit_05,53.5,1.629,1468.4,11.32,63.09,53.3,hydraulic_pressure_loss
2026-09-01 18:00:00,pump_unit_05,57.82,1.306,1517.0,10.83,139.81,71.9,normal
2026-09-01 18:15:00,pump_unit_05,52.97,1.661,1467.2,10.89,145.96,63.8,normal
2026-09-01 18:30:00,pump_unit_05,54.07,1.898,1485.6,9.49,145.26,67.6,normal
2026-09-01 18:45:00,pump_unit_05,76.54,1.522,1513.4,24.51,143.63,75.1,electrical_overcurrent
2026-09-01 19:00:00,pump_unit_05,94.67,6.113,1515.0,10.39,133.27,58.7,bearing_overheat_wear
2026-09-01 19:15:00,pump_unit_05,77.0,1.357,1516.3,25.68,146.84,68.3,electrical_overcurrent
2026-09-01 19:30:00,pump_unit_05,92.52,6.678,1500.2,10.01,149.58,62.6,bearing_overheat_wear
2026-09-01 19:45:00,pump_unit_05,53.5,1.894,1492.5,8.93,140.05,61.4,normal
2026-09-01 20:00:00,pump_unit_05,55.48,1.946,1502.9,10.65,130.34,59.8,normal
2026-09-01 20:15:00,pump_unit_05,51.33,1.983,1484.7,10.26,136.83,71.4,normal
2026-09-01 20:30:00,pump_unit_05,53.43,9.451,1443.5,9.23,142.14,83.8,rotor_unbalance
2026-09-01 20:45:00,pump_unit_05,48.21,1.403,1514.2,9.57,62.11,32.6,hydraulic_pressure_loss
2026-09-01 21:00:00,pump_unit_05,51.88,1.578,1483.3,10.62,138.84,66.9,normal
2026-09-01 21:15:00,pump_unit_05,54.5,7.94,1430.2,10.73,139.26,68.5,rotor_unbalance
2026-09-01 21:30:00,pump_unit_05,56.56,1.937,1499.2,10.24,143.48,73.6,normal
2026-09-01 21:45:00,pump_unit_05,54.65,8.695,1400.4,10.71,141.41,69.5,rotor_unbalance
2026-09-01 22:00:00,pump_unit_05,53.69,1.821,1488.3,9.81,35.83,39.0,hydraulic_pressure_loss
2026-09-01 22:15:00,pump_unit_05,70.88,1.99,1537.0,23.43,131.67,73.4,electrical_overcurrent
2026-09-01 22:30:00,pump_unit_05,52.79,1.747,1506.4,10.02,137.52,66.8,normal
2026-09-01 22:45:00,pump_unit_05,56.39,1.264,1488.3,10.81,40.64,42.5,hydraulic_pressure_loss
2026-09-01 23:00:00,pump_unit_05,56.56,2.078,1506.3,9.85,133.28,70.5,normal
2026-09-01 23:15:00,pump_unit_05,58.82,8.654,1405.5,10.57,139.64,56.7,rotor_unbalance
2026-09-01 23:30:00,pump_unit_05,59.73,2.347,1476.8,9.94,140.21,78.7,normal
2026-09-01 23:45:00,pump_unit_05,53.33,2.265,1489.4,10.78,132.61,67.0,normal
2026-09-02 00:00:00,pump_unit_05,75.55,2.052,1494.3,24.13,136.26,66.7,electrical_overcurrent
2026-09-02 00:15:00,pump_unit_05,52.09,9.815,1406.4,10.52,141.34,66.2,rotor_unbalance
2026-09-02 00:30:00,pump_unit_05,53.52,1.58,1494.1,10.35,147.8,66.2,normal
2026-09-02 00:45:00,pump_unit_05,102.52,5.357,1491.8,9.94,138.72,73.1,bearing_overheat_wear
2026-09-02 01:00:00,pump_unit_05,51.61,2.443,1492.3,9.58,147.16,69.7,normal
2026-09-02 01:15:00,pump_unit_05,54.52,1.704,1492.5,9.09,44.88,45.8,hydraulic_pressure_loss
2026-09-02 01:30:00,pump_unit_05,54.67,2.622,1508.0,9.55,142.96,63.5,normal
2026-09-02 01:45:00,pump_unit_05,53.78,8.816,1349.8,9.28,140.05,65.6,rotor_unbalance
2026-09-02 02:00:00,pump_unit_05,69.01,2.293,1469.3,22.49,142.09,78.0,electrical_overcurrent
2026-09-02 02:15:00,pump_unit_05,51.41,1.653,1476.8,9.18,142.01,61.3,normal
2026-09-02 02:30:00,pump_unit_05,50.44,1.889,1487.7,11.33,141.62,75.4,normal
2026-09-02 02:45:00,pump_unit_05,55.2,1.506,1488.8,9.99,136.37,60.7,normal
2026-09-02 03:00:00,pump_unit_05,46.81,1.483,1504.4,8.92,133.16,78.7,normal
2026-09-02 03:15:00,pump_unit_05,74.52,1.993,1504.9,22.61,138.84,58.3,electrical_overcurrent
2026-09-02 03:30:00,pump_unit_05,51.36,1.351,1515.3,12.14,137.62,60.1,normal
2026-09-02 03:45:00,pump_unit_05,85.01,5.618,1485.2,10.38,141.98,69.9,bearing_overheat_wear
2026-09-02 04:00:00,pump_unit_05,91.34,6.822,1506.9,9.06,132.83,63.5,bearing_overheat_wear
2026-09-02 04:15:00,pump_unit_05,58.85,1.919,1498.1,11.16,39.2,38.8,hydraulic_pressure_loss
2026-09-02 04:30:00,pump_unit_05,97.14,4.849,1513.6,10.16,146.54,56.2,bearing_overheat_wear
2026-09-02 04:45:00,pump_unit_05,83.82,1.78,1488.9,25.57,129.99,63.4,electrical_overcurrent
2026-09-02 05:00:00,pump_unit_05,108.92,6.461,1502.8,9.84,138.8,63.2,bearing_overheat_wear
2026-09-02 05:15:00,pump_unit_05,51.38,1.331,1498.3,10.39,148.5,64.0,normal
2026-09-02 05:30:00,pump_unit_05,56.09,1.724,1506.2,10.82,141.64,66.5,normal
2026-09-02 05:45:00,pump_unit_05,50.21,8.142,1397.9,9.3,142.2,75.2,rotor_unbalance
2026-09-02 06:00:00,pump_unit_05,70.8,1.593,1504.0,26.34,145.06,66.5,electrical_overcurrent
2026-09-02 06:15:00,pump_unit_05,58.13,1.882,1528.6,11.34,138.46,66.1,normal
2026-09-02 06:30:00,pump_unit_05,52.07,10.854,1414.1,10.41,143.43,78.3,rotor_unbalance
2026-09-02 06:45:00,pump_unit_05,58.39,1.704,1495.1,10.36,141.81,59.9,normal
2026-09-02 07:00:00,pump_unit_05,68.42,1.511,1485.3,28.68,139.16,69.2,electrical_overcurrent
2026-09-02 07:15:00,pump_unit_05,97.29,5.356,1497.4,11.96,139.91,63.8,bearing_overheat_wear
2026-09-02 07:30:00,pump_unit_05,54.89,1.367,1480.6,10.08,139.17,64.6,normal
2026-09-02 07:45:00,pump_unit_05,55.21,2.067,1493.5,10.52,137.29,71.4,normal
2026-09-02 08:00:00,pump_unit_05,97.05,5.032,1503.8,10.12,141.22,74.4,bearing_overheat_wear
2026-09-02 08:15:00,pump_unit_05,94.54,5.394,1493.9,10.12,128.92,66.7,bearing_overheat_wear
2026-09-02 08:30:00,pump_unit_05,92.98,6.517,1455.8,9.82,138.02,64.9,bearing_overheat_wear
2026-09-02 08:45:00,pump_unit_05,53.7,10.432,1437.4,9.55,131.42,65.4,rotor_unbalance
2026-09-01 08:00:00,pump_unit_06,52.32,1.445,1503.3,8.79,142.75,72.9,normal
2026-09-01 08:15:00,pump_unit_06,54.23,1.969,1497.6,9.58,149.25,65.9,normal
2026-09-01 08:30:00,pump_unit_06,46.53,2.183,1517.0,10.22,42.95,48.3,hydraulic_pressure_loss
2026-09-01 08:45:00,pump_unit_06,52.87,7.887,1391.3,9.63,136.33,64.1,rotor_unbalance
2026-09-01 09:00:00,pump_unit_06,57.61,9.385,1447.8,9.96,138.93,62.1,rotor_unbalance
2026-09-01 09:15:00,pump_unit_06,54.75,7.586,1409.0,11.31,141.01,61.9,rotor_unbalance
2026-09-01 09:30:00,pump_unit_06,71.89,1.886,1489.3,27.08,130.79,68.6,electrical_overcurrent
2026-09-01 09:45:00,pump_unit_06,77.08,2.236,1500.6,23.77,136.57,64.6,electrical_overcurrent
2026-09-01 10:00:00,pump_unit_06,56.6,1.401,1475.1,10.63,133.27,66.6,normal
2026-09-01 10:15:00,pump_unit_06,51.02,1.493,1493.6,10.6,145.31,71.6,normal
2026-09-01 10:30:00,pump_unit_06,52.39,1.479,1487.3,10.53,36.56,24.9,hydraulic_pressure_loss
2026-09-01 10:45:00,pump_unit_06,50.04,2.507,1494.6,10.51,142.0,65.8,normal
2026-09-01 11:00:00,pump_unit_06,62.43,2.101,1507.3,10.66,134.98,75.7,normal
2026-09-01 11:15:00,pump_unit_06,55.99,1.308,1464.4,10.45,53.55,21.1,hydraulic_pressure_loss
2026-09-01 11:30:00,pump_unit_06,54.1,1.803,1508.3,11.1,138.28,68.2,normal
2026-09-01 11:45:00,pump_unit_06,104.01,5.252,1493.2,11.3,146.05,70.9,bearing_overheat_wear
